time,lon,lat,speed,heading,xcourse,ycourse,zcourse,rudder_command,rudder,delta,psi,thrust,-rudder,x0,y0
5.0,119.1619888355132,26.06664574673018,1.2680441969890215,-1.014993558445433,0.7828384361728077,-0.5146711002688198,6.469945692846477,70.0,31.662644038271555,-0.5526173883547921,-0.017714979481406302,0.0,-31.662644038271555,2.348034532740712,-2.234330046107061
5.5,119.16198558191061,26.06665041808942,1.2639750818890512,7.021866910531925,0.7662479251937944,-0.5794452633161719,9.972581229314674,70.0,31.707302133282962,-0.5533968191504096,0.12255469722562418,0.0,-31.707302133282962,2.8756914054974914,-2.5449398810742423
6.0,119.16198445407444,26.066652091851115,1.2573447661129518,11.382122474723346,0.7386619396409905,-0.6473031120646021,13.71991119615567,70.0,31.98731252058467,-0.558283922348609,0.19865551304916745,0.0,-31.98731252058467,3.0646403823047876,-2.652432283386588
6.5,119.16198400000003,26.066652240434895,1.2463447850953893,15.21179578579937,0.7622876913107566,-0.5385468866474638,17.366125941564896,70.0,32.0,-0.5585053606381856,0.26549592160319707,0.0,-32.0,3.0824590087868273,-2.6974268385674804
7.0,119.16198308210842,26.066654753675028,1.2403215300074686,17.473356548373715,0.7876614453773012,-0.5595366537809577,20.829142427782838,42.463249662380925,31.862316248311902,-0.5561023258447299,0.30496760314403315,0.0,-31.862316248311902,3.363885427825153,-2.781146427092608
7.500000000000001,119.16198197260776,26.066659526924887,1.2239854816805942,22.264162022012577,0.7889127833397429,-0.6816719107568352,24.38378393258885,10.0,31.726448774097936,-0.5537309910733277,0.3885829324815977,0.0,-31.726448774097936,3.8965106303803623,-2.876668669458013
8.0,119.16198119334429,26.066661819967237,1.2155565140050166,26.29819883472869,0.8550995824196537,-0.6035361270896331,27.91305278524832,10.0,30.44955881699891,-0.5314450571363005,0.4589901570101517,0.0,-30.44955881699891,4.153107969556004,-2.947223107679747
8.5,119.16198100000008,26.066665966285047,1.2072645845947005,29.466455951915854,0.8431319683946553,-0.4875830394387095,31.63412064873854,10.0,24.983964363537908,-0.436052438344666,0.5142866752548116,0.0,-24.983964363537908,4.613501695450395,-2.9530323335784487
9.0,119.16198100000005,26.06666843310296,1.1985884496179744,33.430017342062904,0.8630399839582028,-0.706765960955099,34.815685481648856,10.0,6.9997014797980555,-0.12216783747919542,0.5834638716178011,0.0,-6.9997014797980555,4.887069516815245,-2.9449671645998023
9.5,119.16198100000005,26.066670053541863,1.191337705916832,35.97192143871653,0.8029501549001316,-0.724570881740621,37.38253466150545,10.0,-7.761812602233024,0.13546918583175524,0.627828467374339,0.0,7.761812602233024,5.066774690523744,-2.9396691987640224
